query	target	pct_id	aln_len
1.088.O.	1.272.O.	89.6	589
1.088.O.	1.271.B.	89.6	589
1.088.O.	1.280.O.	89.6	589
1.088.O.	1.267.O.	89.6	589
1.088.O.	1.282.A.	89.6	589
1.088.O.	1.281.O.	89.6	589
1.088.O.	1.200.O.	89.6	589
1.088.O.	1.194.O.	89.6	589
1.088.O.	1.195.O.	89.6	589
1.088.O.	1.196.O.	89.6	589
1.088.O.	1.171.O.	89.6	589
1.088.O.	1.283.C.	89.6	589
1.088.O.	1.283.B.	89.6	589
1.088.O.	1.283.A.	89.6	589
1.088.O.	1.098.O.	56.3	586
1.088.O.	1.103.O.	55.6	588
1.088.O.	1.089.O.	56.3	586
1.088.O.	1.012.O.	56.3	586
1.088.O.	1.032.O.	55.6	588
1.088.O.	1.118.A.	56.3	586
1.088.O.	1.237.A.	56.3	586
1.088.O.	1.237.B.	56.3	586
1.088.O.	1.118.B.	56.3	586
1.088.O.	1.160.O.	56.3	586
1.088.O.	1.104.O.	55.3	590
1.088.O.	1.023.O.	55.3	590
1.088.O.	1.285.O.	55.5	591
1.088.O.	1.046.O.	55.3	591
1.088.O.	1.251.O.	54.9	590
1.088.O.	1.022.O.	54.1	590
1.088.O.	9NA	43.3	563
1.088.O.	1.250.O.	57.6	363
1.088.O.	1.052.A.	35.3	546
1.088.O.	1.123.O.	27.7	307
1.088.O.	1.210.O.	30.5	285
1.088.O.	1.110.O.	28.6	297
1.088.O.	1.239.O.	30.7	244
1.088.O.	MSW-3	30.1	282
1.088.O.	1.144.O.	29.3	276
1.088.O.	1.013.O.	25.9	294
1.088.O.	1.214.O.	25.9	294
1.088.O.	phiFlu	26.1	241
1.139.B.	1.139.A.	100.0	519
1.139.B.	1.139.B.	100.0	519
1.139.B.	1.209.O.	100.0	519
1.139.B.	1.034.O.	100.0	519
1.139.B.	1.034.X.	100.0	519
1.139.B.	1.015.O.	99.8	519
1.139.B.	1.070.O.	47.1	520
1.139.B.	1.077.O.	47.1	520
1.139.B.	VpV262	47.7	514
1.139.B.	1.264.O.	44.7	521
1.139.B.	1.235.O.	44.8	522
1.139.B.	1.253.O.	44.8	522
1.139.B.	1.293.O.	34.8	537
1.139.B.	1.208.B.	35.1	538
1.139.A.	1.139.A.	100.0	519
1.139.A.	1.139.B.	100.0	519
1.139.A.	1.209.O.	100.0	519
1.139.A.	1.034.O.	100.0	519
1.139.A.	1.034.X.	100.0	519
1.139.A.	1.015.O.	99.8	519
1.139.A.	1.070.O.	47.1	520
1.139.A.	1.077.O.	47.1	520
1.139.A.	VpV262	47.7	514
1.139.A.	1.264.O.	44.7	521
1.139.A.	1.235.O.	44.8	522
1.139.A.	1.253.O.	44.8	522
1.139.A.	1.293.O.	34.8	537
1.139.A.	1.208.B.	35.1	538
1.155.O.	1.155.O.	100.0	441
1.155.O.	1.259.O.	97.1	441
1.155.O.	1.190.O.	49.4	387
1.155.O.	1.166.O.	49.4	387
1.155.O.	EMCL-117	25.1	422
1.134.O.	1.172.O.	100.0	414
1.134.O.	1.176.O.	100.0	414
1.134.O.	1.134.O.	100.0	414
1.134.O.	1.085.O.	100.0	414
1.134.O.	1.116.O.	100.0	414
1.134.O.	1.189.O.	98.8	414
1.134.O.	1.189.C.	98.8	414
1.134.O.	1.189.B.	98.8	414
1.134.O.	phi-11	41.0	385
1.134.O.	SPP1	31.0	413
1.134.O.	SKIN	28.8	354
1.134.O.	PBSX	27.5	357
1.134.O.	1.178.O.	25.1	398
1.134.O.	1.265.O.	24.9	398
1.134.O.	phiHSIC	24.4	401
1.134.O.	1.127.O.	25.2	401
1.134.O.	1.231.O.	25.2	401
1.134.O.	1.119.O.	25.2	401
1.134.O.	1.143.O.	25.2	401
1.134.O.	A118	25.3	423
1.134.O.	A500	24.9	450
1.143.O.	1.231.O.	100.0	409
1.143.O.	1.143.O.	100.0	409
1.143.O.	1.119.O.	100.0	409
1.143.O.	1.127.O.	99.8	409
1.143.O.	1.178.O.	89.2	409
1.143.O.	1.265.O.	88.8	409
1.143.O.	phiHSIC	86.0	408
1.143.O.	ES18	40.3	427
1.143.O.	1.042.O.	37.9	391
1.143.O.	1.112.O.	37.9	391
1.143.O.	1.071.A.	37.6	391
1.143.O.	1.016.O.	37.6	391
1.143.O.	E1	35.5	411
1.143.O.	Sf6	34.8	233
1.143.O.	HK620	34.8	233
1.143.O.	1.123.O.	29.6	243
1.143.O.	EMCL-117	32.5	191
1.156.O.	1.219.O.	100.0	531
1.156.O.	1.217.O.	100.0	531
1.156.O.	2.159.B.	100.0	531
1.156.O.	2.159.A.	100.0	531
1.156.O.	1.159.O.	100.0	531
1.156.O.	1.136.O.	100.0	531
1.156.O.	1.028.O.	100.0	531
1.156.O.	1.156.O.	100.0	531
1.156.O.	1.142.O.	100.0	531
1.156.O.	MuSo1	58.8	522
1.156.O.	FluMu	59.0	510
1.156.O.	Mu	48.9	515
1.156.O.	BcepMu	51.8	469
1.156.O.	RadMu	31.8	471
1.157.O.	1.228.O.	100.0	408
1.157.O.	1.157.O.	100.0	408
1.157.O.	1.074.O.	82.8	408
1.157.O.	1.133.O.	82.8	408
1.157.O.	1.266.O.	82.4	408
1.157.O.	1.132.O.	82.4	408
1.157.O.	1.167.O.	82.4	408
1.157.O.	1.240.O.	82.4	408
1.157.O.	1.168.O.	81.9	408
1.157.O.	1.082.O.	81.9	408
1.157.O.	1.226.O.	82.1	408
1.157.O.	1.242.O.	82.1	408
1.157.O.	1.233.B.	86.9	351
1.157.O.	1.233.A.	86.9	351
1.157.O.	1.206.O.	86.6	351
1.157.O.	SSU5	39.8	405
1.159.O.	1.219.O.	100.0	531
1.159.O.	1.217.O.	100.0	531
1.159.O.	2.159.B.	100.0	531
1.159.O.	2.159.A.	100.0	531
1.159.O.	1.159.O.	100.0	531
1.159.O.	1.136.O.	100.0	531
1.159.O.	1.028.O.	100.0	531
1.159.O.	1.156.O.	100.0	531
1.159.O.	1.142.O.	100.0	531
1.159.O.	MuSo1	58.8	522
1.159.O.	FluMu	59.0	510
1.159.O.	Mu	48.9	515
1.159.O.	BcepMu	51.8	469
1.159.O.	RadMu	31.8	471
1.151.O.	1.151.O.	100.0	418
1.151.O.	1.147.O.	55.5	418
1.151.O.	1.162.O.	55.5	418
1.151.O.	1.115.B.	55.0	418
1.151.O.	1.165.O.	55.0	418
1.151.O.	1.148.O.	55.0	418
1.151.O.	1.115.A.	55.0	418
1.151.O.	1.064.O.	55.0	418
1.151.O.	1.108.O.	55.0	418
1.151.O.	1.131.O.	55.0	418
1.151.O.	1.060.A.	45.6	425
1.151.O.	SETP3	42.1	420
1.151.O.	SO-1	38.9	422
1.166.O.	1.166.O.	100.0	451
1.166.O.	1.190.O.	99.8	451
1.166.O.	1.155.O.	49.4	387
1.166.O.	1.259.O.	49.4	387
1.144.O.	1.144.O.	100.0	457
1.144.O.	1.239.O.	71.0	449
1.144.O.	1.213.O.	57.6	448
1.144.O.	1.177.O.	57.1	450
1.144.O.	1.216.O.	57.6	448
1.144.O.	MSW-3	57.8	445
1.144.O.	1.110.O.	56.5	448
1.144.O.	1.135.O.	57.6	448
1.144.O.	1.137.O.	57.1	448
1.144.O.	1.236.O.	55.1	461
1.144.O.	1.210.O.	47.2	453
1.144.O.	EMCL-117	39.4	477
1.144.O.	phiFlu	39.6	386
1.144.O.	1.275.O.	24.4	463
1.144.O.	1.042.O.	31.8	220
1.144.O.	1.016.O.	31.8	220
1.144.O.	1.071.A.	31.8	220
1.144.O.	1.112.O.	31.8	220
1.124.O.	1.124.O.	100.0	653
1.124.O.	1.075.O.	99.7	653
1.124.O.	1.093.O.	99.7	653
1.124.O.	1.094.O.	99.7	653
1.124.O.	1.017.O.	99.7	653
1.124.O.	1.223.O.	99.5	653
1.124.O.	1.164.O.	99.4	653
1.124.O.	1.174.O.	98.6	653
1.124.O.	1.005.O.	98.6	653
1.124.O.	1.030.O.	54.2	655
1.124.O.	1.225.O.	51.5	662
1.124.O.	1.181.O.	51.5	662
1.124.O.	1.086.O.	51.7	662
1.124.O.	1.191.O.	51.2	668
1.124.O.	1.246.O.	46.4	661
1.124.O.	1.175.O.	46.4	661
1.124.O.	1.100.O.	46.4	661
1.124.O.	1.201.B.	46.1	661
1.124.O.	1.087.A.	45.8	661
1.124.O.	1.158.O.	46.1	653
1.124.O.	1.009.O.	39.7	643
1.124.O.	VP16T	39.3	643
1.124.O.	VP16C	38.2	644
1.124.O.	WO	29.0	614
1.124.O.	PP02	30.6	635
1.124.O.	ECO1230–10	25.7	618
1.165.O.	1.115.B.	100.0	429
1.165.O.	1.165.O.	100.0	429
1.165.O.	1.115.A.	100.0	429
1.165.O.	1.064.O.	100.0	429
1.165.O.	1.108.O.	100.0	429
1.165.O.	1.148.O.	99.5	429
1.165.O.	1.147.O.	98.8	429
1.165.O.	1.162.O.	98.8	429
1.165.O.	1.131.O.	98.8	429
1.165.O.	1.151.O.	55.0	418
1.165.O.	1.060.A.	46.9	437
1.165.O.	SETP3	40.6	436
1.165.O.	SO-1	36.4	442
1.115.A.	1.115.B.	100.0	429
1.115.A.	1.165.O.	100.0	429
1.115.A.	1.115.A.	100.0	429
1.115.A.	1.064.O.	100.0	429
1.115.A.	1.108.O.	100.0	429
1.115.A.	1.148.O.	99.5	429
1.115.A.	1.147.O.	98.8	429
1.115.A.	1.162.O.	98.8	429
1.115.A.	1.131.O.	98.8	429
1.115.A.	1.151.O.	55.0	418
1.115.A.	1.060.A.	46.9	437
1.115.A.	SETP3	40.6	436
1.115.A.	SO-1	36.4	442
1.167.O.	1.167.O.	100.0	407
1.167.O.	1.133.O.	99.0	407
1.167.O.	1.132.O.	98.8	407
1.167.O.	1.266.O.	99.0	407
1.167.O.	1.074.O.	98.8	407
1.167.O.	1.168.O.	98.3	407
1.167.O.	1.242.O.	98.5	407
1.167.O.	1.082.O.	98.8	407
1.167.O.	1.226.O.	98.8	407
1.167.O.	1.240.O.	98.0	407
1.167.O.	1.233.A.	99.1	351
1.167.O.	1.233.B.	99.1	351
1.167.O.	1.206.O.	98.0	351
1.167.O.	1.228.O.	82.4	408
1.167.O.	1.157.O.	82.4	408
1.167.O.	SSU5	39.3	405
1.135.O.	1.135.O.	100.0	459
1.135.O.	1.137.O.	99.3	459
1.135.O.	1.216.O.	98.3	459
1.135.O.	1.213.O.	97.6	458
1.135.O.	1.177.O.	97.6	459
1.135.O.	1.236.O.	94.3	459
1.135.O.	1.110.O.	87.1	449
1.135.O.	1.239.O.	65.4	451
1.135.O.	1.144.O.	57.6	448
1.135.O.	MSW-3	52.1	470
1.135.O.	1.210.O.	51.7	453
1.135.O.	EMCL-117	46.2	476
1.135.O.	1.013.O.	39.1	478
1.135.O.	1.214.O.	39.1	478
1.135.O.	phiFlu	42.1	387
1.135.O.	1.123.O.	36.4	456
1.135.O.	Sf6	36.1	466
1.135.O.	HK620	35.8	466
1.135.O.	APSE-1	34.2	462
1.135.O.	1.275.O.	29.1	498
1.135.O.	1.042.O.	27.0	300
1.135.O.	1.071.A.	27.0	300
1.135.O.	1.016.O.	27.0	300
1.135.O.	1.112.O.	27.0	300
1.135.O.	ES18	29.2	226
1.135.O.	1.052.A.	28.6	311
1.168.O.	1.168.O.	100.0	407
1.168.O.	1.074.O.	99.0	407
1.168.O.	1.167.O.	98.3	407
1.168.O.	1.266.O.	98.3	407
1.168.O.	1.133.O.	98.3	407
1.168.O.	1.132.O.	98.0	407
1.168.O.	1.242.O.	98.3	407
1.168.O.	1.082.O.	98.0	407
1.168.O.	1.226.O.	98.0	407
1.168.O.	1.240.O.	97.3	407
1.168.O.	1.233.A.	98.3	351
1.168.O.	1.233.B.	98.3	351
1.168.O.	1.206.O.	97.4	351
1.168.O.	1.157.O.	81.9	408
1.168.O.	1.228.O.	81.9	408
1.168.O.	SSU5	39.5	405
1.162.O.	1.162.O.	100.0	429
1.162.O.	1.147.O.	100.0	429
1.162.O.	1.148.O.	99.3	429
1.162.O.	1.131.O.	99.1	429
1.162.O.	1.115.B.	98.8	429
1.162.O.	1.165.O.	98.8	429
1.162.O.	1.115.A.	98.8	429
1.162.O.	1.064.O.	98.8	429
1.162.O.	1.108.O.	98.8	429
1.162.O.	1.151.O.	55.5	418
1.162.O.	1.060.A.	46.9	437
1.162.O.	SETP3	40.6	436
1.162.O.	SO-1	36.2	442
1.137.O.	1.137.O.	100.0	459
1.137.O.	1.135.O.	99.3	459
1.137.O.	1.216.O.	98.0	459
1.137.O.	1.213.O.	97.4	458
1.137.O.	1.177.O.	97.4	459
1.137.O.	1.236.O.	94.1	459
1.137.O.	1.110.O.	86.4	449
1.137.O.	1.239.O.	64.7	451
1.137.O.	1.144.O.	57.1	448
1.137.O.	MSW-3	51.7	470
1.137.O.	1.210.O.	51.7	453
1.137.O.	EMCL-117	46.2	476
1.137.O.	1.013.O.	39.1	478
1.137.O.	1.214.O.	39.1	478
1.137.O.	phiFlu	42.4	384
1.137.O.	1.123.O.	36.5	452
1.137.O.	Sf6	36.5	466
1.137.O.	HK620	36.3	466
1.137.O.	APSE-1	34.0	462
1.137.O.	1.275.O.	29.3	498
1.137.O.	1.042.O.	27.0	300
1.137.O.	1.071.A.	27.0	300
1.137.O.	1.016.O.	27.0	300
1.137.O.	1.112.O.	27.0	300
1.137.O.	ES18	28.8	226
1.137.O.	1.052.A.	28.3	311
1.161.O.	1.161.O.	100.0	498
1.161.O.	1.170.O.	69.8	486
1.161.O.	1.084.O.	67.9	483
1.161.O.	phi92	34.2	497
1.161.O.	Felix-O1	33.7	454
1.161.O.	1.121.O.	31.6	494
1.161.O.	Meso3	33.7	457
1.161.O.	1.193.O.	39.8	274
1.161.O.	1.187.O.	37.5	272
1.161.O.	Meso1	24.5	278
1.160.O.	1.160.O.	100.0	581
1.160.O.	1.118.B.	100.0	581
1.160.O.	1.237.B.	100.0	581
1.160.O.	1.237.A.	100.0	581
1.160.O.	1.089.O.	100.0	581
1.160.O.	1.012.O.	100.0	581
1.160.O.	1.118.A.	100.0	581
1.160.O.	1.098.O.	100.0	581
1.160.O.	1.103.O.	91.7	581
1.160.O.	1.032.O.	91.7	581
1.160.O.	1.104.O.	82.2	578
1.160.O.	1.023.O.	81.5	578
1.160.O.	1.251.O.	81.1	578
1.160.O.	1.022.O.	80.4	578
1.160.O.	1.046.O.	59.9	579
1.160.O.	1.285.O.	59.9	579
1.160.O.	1.250.O.	92.8	361
1.160.O.	1.033.O.	56.5	586
1.160.O.	1.024.O.	56.5	586
1.160.O.	1.088.O.	56.3	586
1.160.O.	9NA	49.3	572
1.160.O.	1.052.A.	37.4	538
1.160.O.	1.144.O.	32.9	231
1.179.O.	1.179.O.	100.0	505
1.179.O.	1.254.O.	99.0	505
1.179.O.	1.257.O.	83.2	505
1.179.O.	1.138.O.	81.6	505
1.179.O.	pEP-14	28.6	245
1.182.O.	1.182.O.	100.0	523
1.182.O.	1.232.O.	35.4	511
1.182.O.	epsilon15	28.7	254
1.170.O.	1.170.O.	100.0	482
1.170.O.	1.084.O.	71.3	481
1.170.O.	1.161.O.	69.8	486
1.170.O.	Felix-O1	32.6	476
1.170.O.	1.063.O.	33.5	508
1.170.O.	phi92	33.2	506
1.170.O.	rV5	31.5	496
1.170.O.	Meso3	31.4	474
1.170.O.	1.121.O.	31.1	488
1.170.O.	1.193.O.	35.1	279
1.170.O.	Meso1	28.7	108
1.185.O.	1.185.O.	100.0	506
1.185.O.	1.021.C.	99.0	506
1.185.O.	1.021.B.	99.0	506
1.185.O.	1.021.A.	99.0	506
1.185.O.	epsilon15	41.5	480
1.185.O.	phiFlu	22.8	202
1.184.A.	1.184.A.	100.0	446
1.184.A.	ES18	27.2	463
1.184.A.	1.214.O.	32.7	260
1.184.A.	1.013.O.	32.7	260
1.184.A.	APSE-1	31.4	242
1.184.A.	phiES15	26.9	297
1.184.A.	HS2	28.2	227
1.187.O.	1.187.O.	100.0	265
1.187.O.	1.193.O.	58.4	267
1.187.O.	1.121.O.	52.3	264
1.187.O.	rV5	51.9	239
1.187.O.	1.063.O.	40.6	266
1.187.O.	phi92	37.4	262
1.187.O.	1.161.O.	37.5	272
1.187.O.	Felix-O1	33.5	242
1.154.O.	1.154.O.	100.0	557
1.154.O.	1.076.O.	67.0	539
1.154.O.	1.122.B.	56.0	548
1.154.O.	1.122.A.	56.0	548
1.154.O.	1.247.B.	55.8	548
1.154.O.	1.247.A.	55.8	548
1.154.O.	1.038.O.	55.4	543
1.154.O.	1.054.O.	55.6	543
1.154.O.	1.029.O.	54.7	543
1.154.O.	ZF40	56.1	538
1.154.O.	phiEt88	38.9	545
1.154.O.	T1	40.2	522
1.154.O.	1.211.B.	32.6	334
1.154.O.	1.211.A.	32.6	334
1.154.O.	1.183.O.	32.3	334
1.154.O.	Gj1	26.5	506
1.154.O.	Aaphi23	25.2	563
1.154.O.	1.198.B.	27.8	352
1.154.O.	1.198.A.	27.8	352
1.154.O.	2.095.B.	28.2	341
1.154.O.	2.095.A.	28.2	341
1.154.O.	1.276.O.	27.8	352
1.154.O.	CP-T1	31.4	258
1.178.O.	1.178.O.	100.0	409
1.178.O.	1.265.O.	99.5	409
1.178.O.	phiHSIC	90.7	408
1.178.O.	1.127.O.	89.5	409
1.178.O.	1.143.O.	89.2	409
1.178.O.	1.231.O.	89.2	409
1.178.O.	1.119.O.	89.2	409
1.178.O.	ES18	40.4	423
1.178.O.	1.042.O.	37.7	411
1.178.O.	1.112.O.	37.7	411
1.178.O.	E1	36.1	407
1.178.O.	1.016.O.	37.5	411
1.178.O.	1.071.A.	37.5	411
1.178.O.	Sf6	35.7	221
1.178.O.	HK620	35.7	221
1.178.O.	1.123.O.	27.0	322
1.178.O.	EMCL-117	24.4	427
1.172.O.	1.172.O.	100.0	414
1.172.O.	1.176.O.	100.0	414
1.172.O.	1.134.O.	100.0	414
1.172.O.	1.085.O.	100.0	414
1.172.O.	1.116.O.	100.0	414
1.172.O.	1.189.O.	98.8	414
1.172.O.	1.189.C.	98.8	414
1.172.O.	1.189.B.	98.8	414
1.172.O.	phi-11	41.0	385
1.172.O.	SPP1	31.0	413
1.172.O.	SKIN	28.8	354
1.172.O.	PBSX	27.5	357
1.172.O.	1.178.O.	25.1	398
1.172.O.	1.265.O.	24.9	398
1.172.O.	phiHSIC	24.4	401
1.172.O.	1.127.O.	25.2	401
1.172.O.	1.231.O.	25.2	401
1.172.O.	1.119.O.	25.2	401
1.172.O.	1.143.O.	25.2	401
1.172.O.	A118	25.3	423
1.172.O.	A500	24.9	450
1.152.O.	1.152.O.	100.0	535
1.152.O.	2.130.O.	100.0	535
1.152.O.	1.150.O.	100.0	535
1.152.O.	1.025.O.	100.0	535
1.152.O.	1.026.O.	100.0	535
1.152.O.	1.097.O.	95.5	533
1.152.O.	VBP32	85.2	532
1.152.O.	pYD6-A	80.6	531
1.152.O.	LIT1	61.3	532
1.152.O.	LUZ7	60.6	536
1.152.O.	FSL-SP-058	56.0	529
1.152.O.	vB-EamP-S6	54.9	528
1.152.O.	N4	53.3	533
1.152.O.	JWAlpha	52.8	540
1.152.O.	ECP1	52.2	534
1.152.O.	EC1-UPM	51.8	531
1.152.O.	vB-EcoP-G7c	51.4	531
1.152.O.	IME11	51.0	531
1.152.O.	pCB2047-B	51.3	536
1.152.O.	EE36Phi1	50.2	536
1.152.O.	Plymouth-podovirus-1	50.1	537
1.152.O.	JA-1	54.6	458
1.152.O.	DSS3Phi2	49.9	537
1.152.O.	1.245.O.	51.7	482
1.152.O.	1.238.A.	51.7	482
1.152.O.	1.238.B.	51.7	482
1.152.O.	1.188.B.	39.0	531
1.152.O.	1.188.C.	39.0	531
1.152.O.	1.224.A.	39.0	531
1.152.O.	1.261.O.	39.0	531
1.152.O.	1.169.O.	39.0	531
1.152.O.	1.188.A.	39.0	531
1.152.O.	JA-1	42.6	115
1.173.O.	1.173.O.	100.0	493
1.173.O.	1.199.B.	99.4	493
1.173.O.	1.199.A.	99.4	493
1.173.O.	1.105.O.	99.2	493
1.173.O.	1.243.O.	98.8	493
1.173.O.	1.248.O.	98.8	493
1.173.O.	1.263.A.	85.8	493
1.173.O.	1.263.B.	85.8	493
1.173.O.	1.256.O.	85.8	493
1.173.O.	1.278.O.	85.6	493
1.173.O.	1.106.O.	85.4	493
1.173.O.	1.286.O.	85.2	493
1.173.O.	1.186.O.	85.2	493
1.173.O.	1.007.O.	85.4	493
1.173.O.	1.149.O.	63.6	492
1.173.O.	1.273.O.	63.4	492
1.173.O.	1.123.O.	35.3	473
1.173.O.	phiFlu	38.7	424
1.173.O.	Sf6	35.0	457
1.173.O.	HK620	35.0	457
1.173.O.	1.013.O.	30.7	466
1.173.O.	1.214.O.	30.7	466
1.173.O.	APSE-1	30.8	468
1.173.O.	MSW-3	31.2	292
1.173.O.	ES18	30.0	270
1.173.O.	NF5	23.2	362
1.158.O.	1.158.O.	100.0	676
1.158.O.	1.100.O.	99.4	662
1.158.O.	1.246.O.	97.6	662
1.158.O.	1.175.O.	97.4	662
1.158.O.	1.201.B.	97.7	662
1.158.O.	1.087.A.	94.9	662
1.158.O.	1.030.O.	61.4	661
1.158.O.	1.191.O.	49.8	665
1.158.O.	1.086.O.	48.2	660
1.158.O.	1.225.O.	47.1	660
1.158.O.	1.181.O.	47.1	660
1.158.O.	1.005.O.	46.6	653
1.158.O.	1.174.O.	46.2	653
1.158.O.	1.075.O.	46.1	653
1.158.O.	1.017.O.	46.1	653
1.158.O.	1.093.O.	46.1	653
1.158.O.	1.094.O.	46.1	653
1.158.O.	1.164.O.	46.2	653
1.158.O.	1.124.O.	46.1	653
1.158.O.	1.223.O.	46.1	653
1.158.O.	1.009.O.	38.0	653
1.158.O.	VP16T	36.3	672
1.158.O.	VP16C	36.1	674
1.158.O.	VHML	26.8	619
1.158.O.	ECO1230–10	25.9	613
1.176.O.	1.172.O.	100.0	414
1.176.O.	1.176.O.	100.0	414
1.176.O.	1.134.O.	100.0	414
1.176.O.	1.085.O.	100.0	414
1.176.O.	1.116.O.	100.0	414
1.176.O.	1.189.O.	98.8	414
1.176.O.	1.189.C.	98.8	414
1.176.O.	1.189.B.	98.8	414
1.176.O.	phi-11	41.0	385
1.176.O.	SPP1	31.0	413
1.176.O.	SKIN	28.8	354
1.176.O.	PBSX	27.5	357
1.176.O.	1.178.O.	25.1	398
1.176.O.	1.265.O.	24.9	398
1.176.O.	phiHSIC	24.4	401
1.176.O.	1.127.O.	25.2	401
1.176.O.	1.231.O.	25.2	401
1.176.O.	1.119.O.	25.2	401
1.176.O.	1.143.O.	25.2	401
1.176.O.	A118	25.3	423
1.176.O.	A500	24.9	450
1.177.O.	1.177.O.	100.0	459
1.177.O.	1.216.O.	98.5	459
1.177.O.	1.213.O.	98.0	457
1.177.O.	1.135.O.	97.6	459
1.177.O.	1.137.O.	97.4	459
1.177.O.	1.236.O.	93.2	459
1.177.O.	1.110.O.	85.7	448
1.177.O.	1.239.O.	64.6	458
1.177.O.	1.144.O.	57.1	450
1.177.O.	MSW-3	51.7	470
1.177.O.	1.210.O.	52.4	454
1.177.O.	EMCL-117	45.4	476
1.177.O.	1.013.O.	39.4	464
1.177.O.	1.214.O.	39.4	464
1.177.O.	phiFlu	42.1	387
1.177.O.	1.123.O.	36.0	456
1.177.O.	Sf6	36.5	466
1.177.O.	HK620	36.3	466
1.177.O.	APSE-1	34.0	462
1.177.O.	1.275.O.	30.0	460
1.177.O.	ES18	28.3	226
1.177.O.	1.052.A.	28.3	311
1.183.O.	1.183.O.	100.0	544
1.183.O.	1.211.B.	97.6	544
1.183.O.	1.211.A.	97.6	544
1.183.O.	T1	38.4	320
1.183.O.	phiEt88	37.9	319
1.183.O.	1.154.O.	32.3	334
1.183.O.	ZF40	33.7	338
1.183.O.	1.076.O.	33.2	334
1.183.O.	CP-T1	32.5	320
1.183.O.	1.198.A.	32.1	318
1.183.O.	1.198.B.	32.1	318
1.183.O.	phiES15	26.9	223
1.183.O.	Bcep22	25.2	286
1.183.O.	PBC5	22.7	313
1.183.O.	VPMS1	23.8	281
1.190.O.	1.190.O.	100.0	451
1.190.O.	1.166.O.	99.8	451
1.190.O.	1.155.O.	49.4	387
1.190.O.	1.259.O.	49.4	387
1.186.O.	1.186.O.	100.0	493
1.186.O.	1.278.O.	99.0	493
1.186.O.	1.263.A.	98.8	493
1.186.O.	1.263.B.	98.8	493
1.186.O.	1.106.O.	98.8	493
1.186.O.	1.256.O.	98.4	493
1.186.O.	1.007.O.	98.4	493
1.186.O.	1.286.O.	98.4	493
1.186.O.	1.199.B.	85.8	493
1.186.O.	1.199.A.	85.8	493
1.186.O.	1.105.O.	85.6	493
1.186.O.	1.173.O.	85.2	493
1.186.O.	1.243.O.	85.2	493
1.186.O.	1.248.O.	85.2	493
1.186.O.	1.149.O.	77.4	492
1.186.O.	1.273.O.	77.2	492
1.186.O.	1.123.O.	36.4	470
1.186.O.	phiFlu	38.3	418
1.186.O.	1.013.O.	31.6	488
1.186.O.	1.214.O.	31.6	488
1.186.O.	APSE-1	31.0	464
1.186.O.	MSW-3	33.9	292
1.186.O.	ES18	29.1	268
1.186.O.	NF5	26.0	223
1.169.O.	1.261.O.	100.0	543
1.169.O.	1.224.A.	100.0	543
1.169.O.	1.169.O.	100.0	543
1.169.O.	1.188.C.	99.8	543
1.169.O.	1.188.B.	99.8	543
1.169.O.	1.188.A.	99.8	543
1.169.O.	EE36Phi1	41.7	537
1.169.O.	DSS3Phi2	41.9	537
1.169.O.	Plymouth-podovirus-1	42.5	515
1.169.O.	IME11	42.1	506
1.169.O.	vB-EcoP-G7c	42.1	506
1.169.O.	EC1-UPM	41.7	506
1.169.O.	pCB2047-B	41.4	510
1.169.O.	FSL-SP-058	41.1	533
1.169.O.	ECP1	40.8	512
1.169.O.	VBP32	40.8	503
1.169.O.	vB-EamP-S6	39.7	499
1.169.O.	N4	40.6	508
1.169.O.	JWAlpha	39.1	506
1.169.O.	LIT1	36.9	501
1.169.O.	LUZ7	37.7	504
1.169.O.	JA-1	38.4	463
1.169.O.	1.245.O.	40.3	424
1.169.O.	1.238.B.	40.3	424
1.169.O.	1.238.A.	40.3	424
1.164.O.	1.164.O.	100.0	653
1.164.O.	1.223.O.	99.8	653
1.164.O.	1.124.O.	99.4	653
1.164.O.	1.075.O.	99.4	653
1.164.O.	1.093.O.	99.4	653
1.164.O.	1.094.O.	99.4	653
1.164.O.	1.017.O.	99.4	653
1.164.O.	1.005.O.	99.2	653
1.164.O.	1.174.O.	98.9	653
1.164.O.	1.030.O.	54.2	655
1.164.O.	1.225.O.	51.5	662
1.164.O.	1.181.O.	51.5	662
1.164.O.	1.086.O.	51.7	662
1.164.O.	1.191.O.	51.3	668
1.164.O.	1.246.O.	46.6	661
1.164.O.	1.175.O.	46.6	661
1.164.O.	1.100.O.	46.6	661
1.164.O.	1.201.B.	46.3	661
1.164.O.	1.087.A.	46.0	661
1.164.O.	1.158.O.	46.2	653
1.164.O.	1.009.O.	39.5	643
1.164.O.	VP16T	39.3	643
1.164.O.	VP16C	38.2	644
1.164.O.	WO	28.8	614
1.164.O.	PP02	30.6	635
1.164.O.	ECO1230–10	25.9	618
1.175.O.	1.175.O.	100.0	666
1.175.O.	1.100.O.	97.7	666
1.175.O.	1.201.B.	97.4	666
1.175.O.	1.246.O.	97.7	666
1.175.O.	1.158.O.	97.4	662
1.175.O.	1.087.A.	95.3	666
1.175.O.	1.030.O.	61.7	669
1.175.O.	1.191.O.	49.6	671
1.175.O.	1.086.O.	48.2	666
1.175.O.	1.225.O.	47.0	666
1.175.O.	1.181.O.	47.0	666
1.175.O.	1.075.O.	46.4	661
1.175.O.	1.094.O.	46.4	661
1.175.O.	1.017.O.	46.4	661
1.175.O.	1.093.O.	46.4	661
1.175.O.	1.124.O.	46.4	661
